id,type,network,symbol,buy_exchange,sell_exchange,buy_price,sell_price,optimized_amount,expected_profit,standard_profit,flashloan_profit,standard_gas_cost,flashloan_gas_cost,risk_score,execution_venue,buy_venue_type,sell_venue_type,execution_strategy,timestamp,ai_recommended_strategy,ai_confidence,actual_profit,executed_at,execution_gas_cost,status,executing_trader,ai_profit,best_strategy,exchange,trading_path,trading_pairs,prices
opp_direct_1_8091,direct,arbitrum,WBTC/ETH,balancer,pancakeswap,100.98015604978382,105.81638743340832,1.5590616475721424,112.82438003306999,7.5353191457139745,112.82438003306999,0.004663723279752256,0.005836390552863195,0.3728956180312437,onchain,dex,dex,flashloan,2025-03-27T13:14:57.445719,flashloan,0.99,112.82438003306999,2025-03-27T13:14:57.446453,0.005836390552863195,success,AIOptimizedTrader,112.82438003306999,flashloan,,,,
opp_triangle_2_6546,triangle,base,,,,,,1.2688949750255936,-0.01300284601314106,-0.01300284601314106,-0.03131985194790615,0.0054760668000749515,0.008977667265738757,0.19947877339226228,onchain,,,standard,2025-03-27T13:14:57.433389,standard,0.4148812329167997,-0.01300284601314106,2025-03-27T13:14:57.433481,0.0054760668000749515,success,AIOptimizedTrader,-0.01300284601314106,standard,pancakeswap,"['ETH', 'USDC', 'DAI', 'ETH']","['ETH/USDC', 'USDC/DAI', 'DAI/ETH']","[1915.9324495275532, 1936.2585884666382, 1965.7562430564128]"
opp_direct_6_8410,direct,optimism,WBTC/ETH,curve,uniswap,1309.6293570637615,1357.4752472423886,2.8358152762585247,1994.4590029584144,135.67755891569374,1994.4590029584144,0.004547359044664788,0.006156389128127868,0.33460041427204257,onchain,dex,dex,flashloan,2025-03-27T13:14:57.445773,flashloan,0.99,1994.4590029584144,2025-03-27T13:14:57.446479,0.006156389128127868,success,AIOptimizedTrader,1994.4590029584144,flashloan,,,,
opp_triangle_1_1880,triangle,optimism,,,,,,4.516171320745191,0.42477366396359467,0.036656799603004366,0.42477366396359467,0.002300735265177049,0.00541267296860813,0.32212554815603023,onchain,,,flashloan,2025-03-27T13:14:57.451525,flashloan,0.99,0.42477366396359467,2025-03-27T13:14:57.451734,0.00541267296860813,success,AIOptimizedTrader,0.42477366396359467,flashloan,pancakeswap,"['ETH', 'USDT', 'USDC', 'ETH']","['ETH/USDT', 'USDT/USDC', 'USDC/ETH']","[1508.8958432892593, 1504.7144246194327, 1507.0302182601076]"
opp_triangle_4_4659,triangle,ethereum,,,,,,5.873047548140956,-0.11978052579670317,-0.11978052579670317,-0.253201098600349,0.0029578813266806026,0.00440396346136649,0.31881751660323376,onchain,,,standard,2025-03-27T13:14:57.447765,standard,0.99,-0.11978052579670317,2025-03-27T13:14:57.448393,0.0029578813266806026,success,AIOptimizedTrader,-0.11978052579670317,standard,pancakeswap,"['USDC', 'USDT', 'WBTC', 'USDC']","['USDC/USDT', 'USDT/WBTC', 'WBTC/USDC']","[532.1536243586895, 541.4540604074622, 531.4982636464019]"
opp_direct_3_2973,direct,optimism,MATIC/USDT,sushiswap,balancer,2709.3759134863653,2819.3459105514485,1.20635609622808,2175.958322540338,132.65893132293937,2175.958322540338,0.004045038707756056,0.0071881057369071865,0.20318983558507547,onchain,dex,dex,flashloan,2025-03-27T13:14:57.447271,flashloan,0.99,2175.958322540338,2025-03-27T13:14:57.447635,0.0071881057369071865,success,AIOptimizedTrader,2175.958322540338,flashloan,,,,
opp_triangle_2_4885,triangle,optimism,,,,,,7.36690097727329,1.4360465991614357,0.12767258795364728,1.4360465991614357,0.0025585938792963905,0.005993809132798379,0.18295849937243733,onchain,,,flashloan,2025-03-27T13:14:57.451841,flashloan,0.99,1.4360465991614357,2025-03-27T13:14:57.452230,0.005993809132798379,success,AIOptimizedTrader,1.4360465991614357,flashloan,curve,"['USDT', 'DAI', 'MATIC', 'USDT']","['USDT/DAI', 'DAI/MATIC', 'MATIC/USDT']","[731.5978205120751, 732.1015100889891, 745.8383649423719]"
opp_triangle_5_3823,triangle,polygon,,,,,,2.5729776756620333,-0.044340173777559985,-0.044340173777559985,-0.14826667957297154,0.004871575746444607,0.00805160103292301,0.10402657947756067,onchain,,,standard,2025-03-27T13:14:57.447777,standard,0.99,-0.044340173777559985,2025-03-27T13:14:57.448401,0.004871575746444607,success,AIOptimizedTrader,-0.044340173777559985,standard,uniswap,"['WBTC', 'USDC', 'DAI', 'WBTC']","['WBTC/USDC', 'USDC/DAI', 'DAI/WBTC']","[811.537115592453, 822.4639274672707, 806.7124892799999]"
opp_direct_4_7046,direct,base,WBTC/ETH,curve,balancer,732.9318702803741,716.4284585592634,1.4315669866837968,-23.629787547970025,-23.629787547970025,-121.92247000323005,0.004048160377454315,0.006078871142834419,0.24668138116965677,onchain,dex,dex,standard,2025-03-27T13:14:57.450627,standard,0.99,-23.629787547970025,2025-03-27T13:14:57.451416,0.004048160377454315,success,AIOptimizedTrader,-23.629787547970025,standard,,,,
opp_direct_4_7908,direct,ethereum,MATIC/USDT,pancakeswap,curve,2140.347638985114,2239.152290748806,0.5306798545094787,631.8975792222295,52.43113263696721,631.8975792222295,0.0025055858486619266,0.0063733975613428214,0.22753408482471454,onchain,dex,dex,flashloan,2025-03-27T13:14:57.433614,flashloan,0.99,631.8975792222295,2025-03-27T13:14:57.434198,0.0063733975613428214,success,AIOptimizedTrader,631.8975792222295,flashloan,,,,
opp_direct_3_5262,direct,ethereum,MATIC/USDT,sushiswap,pancakeswap,1157.2971071767408,1170.9319393259486,1.0770991576890832,190.22647397628143,14.684599447650273,190.22647397628143,0.0014667754934747986,0.00663110223607568,0.31049254423694483,onchain,dex,dex,flashloan,2025-03-27T13:14:57.452345,flashloan,0.99,190.22647397628143,2025-03-27T13:14:57.453091,0.00663110223607568,success,AIOptimizedTrader,190.22647397628143,flashloan,,,,
opp_direct_5_1924,direct,arbitrum,MATIC/USDT,sushiswap,balancer,4732.912637175128,4615.758277143606,2.9389733678544387,-344.31703549903415,-344.31703549903415,-1371.1856643810481,0.0034914383613449977,0.007253725653548339,0.30393593607216507,onchain,dex,dex,standard,2025-03-27T13:14:57.450012,standard,0.99,-344.31703549903415,2025-03-27T13:14:57.450495,0.0034914383613449977,success,AIOptimizedTrader,-344.31703549903415,standard,,,,
opp_direct_1_1024,direct,optimism,MATIC/USDT,uniswap,balancer,3077.7359992111,3229.2569587956314,2.490990183369452,5898.224422469536,377.4354869981819,5898.224422469536,0.0017359016050857178,0.004086879114033285,0.16929410155104185,onchain,dex,dex,flashloan,2025-03-27T13:14:57.449113,flashloan,0.99,5898.224422469536,2025-03-27T13:14:57.449601,0.004086879114033285,success,AIOptimizedTrader,5898.224422469536,flashloan,,,,
opp_direct_1_3525,direct,optimism,ETH/USDC,balancer,pancakeswap,1350.4326965374532,1387.7417051321725,1.585911105476492,797.5218766389171,59.16425351590611,797.5218766389171,0.004517548776991025,0.007707523343114528,0.19130717156905308,onchain,dex,dex,standard,2025-03-27T13:14:57.433365,standard,0.769447034070542,59.16425351590611,2025-03-27T13:14:57.433477,0.004517548776991025,success,AIOptimizedTrader,59.16425351590611,flashloan,,,,
opp_triangle_1_4520,triangle,arbitrum,,,,,,7.287129482039327,0.1976288841906988,0.1976288841906988,0.13783057479478672,0.005249302968378744,0.007721440844125924,0.23344898684839538,onchain,,,standard,2025-03-27T13:14:57.434292,standard,0.3025787937870998,0.1976288841906988,2025-03-27T13:14:57.434669,0.005249302968378744,success,AIOptimizedTrader,0.1976288841906988,standard,uniswap,"['DAI', 'MATIC', 'WBTC', 'DAI']","['DAI/MATIC', 'MATIC/WBTC', 'WBTC/DAI']","[107.02202971812483, 108.39117627996151, 109.9335700316276]"
opp_direct_1_2710,direct,arbitrum,MATIC/USDT,sushiswap,pancakeswap,2052.2366917552085,2103.63119313414,4.33699565201395,2248.5409332815834,222.89395225695407,2248.5409332815834,0.0037767608974084077,0.005954478082455361,0.4495153565031599,onchain,dex,dex,flashloan,2025-03-27T13:14:57.449971,flashloan,0.99,2248.5409332815834,2025-03-27T13:14:57.450472,0.005954478082455361,success,AIOptimizedTrader,2248.5409332815834,flashloan,,,,
opp_triangle_2_5892,triangle,arbitrum,,,,,,1.6543838086568654,-0.039619506482768255,-0.039619506482768255,-0.1455326146251213,0.003201241654277005,0.00624796895404456,0.3883549854338466,onchain,,,standard,2025-03-27T13:14:57.453918,standard,0.99,-0.039619506482768255,2025-03-27T13:14:57.454482,0.003201241654277005,success,AIOptimizedTrader,-0.039619506482768255,standard,uniswap,"['ETH', 'USDT', 'USDC', 'MATIC', 'ETH']","['ETH/USDT', 'USDT/USDC', 'USDC/MATIC', 'MATIC/ETH']","[851.6228391897786, 840.6078532908118, 856.3768795885308, 865.1090873108657]"
opp_triangle_5_3109,triangle,optimism,,,,,,3.5848778842336815,-0.04462587312632775,-0.04462587312632775,-0.14834599086824585,0.003320366261175709,0.006267727595016773,0.3316933089118499,onchain,,,standard,2025-03-27T13:14:57.434818,standard,0.99,-0.04462587312632775,2025-03-27T13:14:57.435413,0.003320366261175709,success,AIOptimizedTrader,-0.04462587312632775,standard,sushiswap,"['MATIC', 'WBTC', 'ETH', 'MATIC']","['MATIC/WBTC', 'WBTC/ETH', 'ETH/MATIC']","[597.478233945082, 596.879772209677, 596.6335332307143]"
opp_direct_2_6303,direct,polygon,MATIC/USDT,uniswap,pancakeswap,4787.227411026279,4565.450582593227,4.1137891883556374,-912.3462147246041,-912.3462147246041,-6670.141781024949,0.0030956889141929038,0.00767907399644747,0.3946812986086744,onchain,dex,dex,standard,2025-03-27T13:14:57.453212,standard,0.99,-912.3462147246041,2025-03-27T13:14:57.453544,0.0030956889141929038,success,AIOptimizedTrader,-912.3462147246041,standard,,,,
opp_triangle_2_4919,triangle,ethereum,,,,,,1.2833601387224791,0.3854468959589222,0.044959733243391954,0.3854468959589222,0.003551416022189801,0.004325093759130928,0.21088504425415808,onchain,,,flashloan,2025-03-27T13:14:57.448518,flashloan,0.99,0.3854468959589222,2025-03-27T13:14:57.448980,0.004325093759130928,success,AIOptimizedTrader,0.3854468959589222,flashloan,sushiswap,"['DAI', 'USDC', 'ETH', 'DAI']","['DAI/USDC', 'USDC/ETH', 'ETH/DAI']","[1652.6729066354926, 1683.420473280384, 1683.9572327981416]"
opp_direct_2_5822,direct,ethereum,ETH/USDC,uniswap,balancer,2931.305421867326,3023.127516389119,1.3370199887142542,2222.732326794564,122.76627460998242,2222.732326794564,0.0017011712646070611,0.00636638342269898,0.3538703997583127,onchain,dex,dex,flashloan,2025-03-27T13:14:57.442845,flashloan,0.99,2222.732326794564,2025-03-27T13:14:57.443142,0.00636638342269898,success,AIOptimizedTrader,2222.732326794564,flashloan,,,,
opp_triangle_4_5670,triangle,base,,,,,,6.109123121498568,-0.15345917055965502,-0.15345917055965502,-0.46385766010707563,0.0036255306435762553,0.0073098602936208235,0.2626341448925147,onchain,,,standard,2025-03-27T13:14:57.446618,standard,0.99,-0.15345917055965502,2025-03-27T13:14:57.447150,0.0036255306435762553,success,AIOptimizedTrader,-0.15345917055965502,standard,balancer,"['ETH', 'DAI', 'WBTC', 'ETH']","['ETH/DAI', 'DAI/WBTC', 'WBTC/ETH']","[645.3372211798045, 643.4374576608806, 635.6638289169529]"
opp_triangle_6_2973,triangle,base,,,,,,7.924594081297555,2.1689350892004167,0.2120756786457511,2.1689350892004167,0.005969200950317047,0.007395254740295128,0.2605519301083148,onchain,,,flashloan,2025-03-27T13:14:57.447790,flashloan,0.99,2.1689350892004167,2025-03-27T13:14:57.448408,0.007395254740295128,success,AIOptimizedTrader,2.1689350892004167,flashloan,balancer,"['USDC', 'DAI', 'ETH', 'USDC']","['USDC/DAI', 'DAI/ETH', 'ETH/USDC']","[522.401848057497, 527.6970589634577, 530.8776974771436]"
opp_triangle_2_5445,triangle,arbitrum,,,,,,1.2346586332843599,-0.030364651347561816,-0.030364651347561816,-0.11116728280314944,0.0025400782698197437,0.005742135415225519,0.1262820729652153,onchain,,,standard,2025-03-27T13:14:57.447741,standard,0.99,-0.030364651347561816,2025-03-27T13:14:57.448383,0.0025400782698197437,success,AIOptimizedTrader,-0.030364651347561816,standard,curve,"['USDC', 'MATIC', 'WBTC', 'DAI', 'USDC']","['USDC/MATIC', 'MATIC/WBTC', 'WBTC/DAI', 'DAI/USDC']","[915.1859619489968, 919.9031840786969, 927.051810335753, 924.9377501243338]"
opp_direct_1_3499,direct,polygon,USDC/DAI,curve,sushiswap,1954.882763793934,1914.3478366157346,2.9410776887186585,-119.2179446692604,-119.2179446692604,-641.1918376402949,0.0015747316229711098,0.00736573897048569,0.30985037978408736,onchain,dex,dex,standard,2025-03-27T13:14:57.444862,standard,0.99,-119.2179446692604,2025-03-27T13:14:57.445592,0.0015747316229711098,success,AIOptimizedTrader,-119.2179446692604,standard,,,,
opp_direct_1_2140,direct,polygon,MATIC/USDT,sushiswap,balancer,236.81908620045905,240.03464028543684,2.4154845061756944,100.30530052712979,7.766105816569666,100.30530052712979,0.0010152544641291313,0.004947900844468223,0.1989018069470624,onchain,dex,dex,flashloan,2025-03-27T13:14:57.446576,flashloan,0.99,100.30530052712979,2025-03-27T13:14:57.447135,0.004947900844468223,success,AIOptimizedTrader,100.30530052712979,flashloan,,,,
opp_triangle_1_7556,triangle,optimism,,,,,,5.214422841406349,-0.06734071292516738,-0.06734071292516738,-0.3005126548042206,0.005927317859758686,0.00913121935252335,0.12552277328689943,onchain,,,standard,2025-03-27T13:14:57.443936,standard,0.99,-0.06734071292516738,2025-03-27T13:14:57.444207,0.005927317859758686,success,AIOptimizedTrader,-0.06734071292516738,standard,balancer,"['USDT', 'DAI', 'USDC', 'USDT']","['USDT/DAI', 'DAI/USDC', 'USDC/USDT']","[202.56835788462703, 201.59769772429047, 204.5223623790757]"
opp_triangle_6_7148,triangle,polygon,,,,,,9.99005995897688,1.6655925497898416,0.156435474058341,1.6655925497898416,0.004785569015128353,0.0079934538634578,0.1366331304344589,onchain,,,flashloan,2025-03-27T13:14:57.444920,flashloan,0.99,1.6655925497898416,2025-03-27T13:14:57.445625,0.0079934538634578,success,AIOptimizedTrader,1.6655925497898416,flashloan,uniswap,"['DAI', 'USDT', 'ETH', 'WBTC', 'DAI']","['DAI/USDT', 'USDT/ETH', 'ETH/WBTC', 'WBTC/DAI']","[1347.8551792161923, 1349.05644838129, 1324.8410649858959, 1319.0034062987063]"
opp_direct_2_9318,direct,optimism,MATIC/USDT,balancer,uniswap,359.2309125930686,362.930572950564,2.939052626290712,118.82697973284031,10.87239587631737,118.82697973284031,0.0011006137631722095,0.00745009519806314,0.3613774354839251,onchain,dex,dex,flashloan,2025-03-27T13:14:57.452336,flashloan,0.99,118.82697973284031,2025-03-27T13:14:57.453087,0.00745009519806314,success,AIOptimizedTrader,118.82697973284031,flashloan,,,,
opp_direct_3_5476,direct,arbitrum,ETH/USDT,pancakeswap,sushiswap,712.1043555216056,735.502651874769,1.3505225581937652,345.234782227723,31.59680821645227,345.234782227723,0.0031188317977393523,0.003711022881309119,0.3047922204266783,onchain,dex,dex,flashloan,2025-03-27T13:14:57.443251,flashloan,0.99,345.234782227723,2025-03-27T13:14:57.443834,0.003711022881309119,success,AIOptimizedTrader,345.234782227723,flashloan,,,,
opp_triangle_2_9050,triangle,ethereum,,,,,,5.236653201928278,2.510741069895175,0.20143870828517874,2.510741069895175,0.004410009849743365,0.0056356161509555185,0.25864429461415817,onchain,,,flashloan,2025-03-27T13:14:57.450599,flashloan,0.99,2.510741069895175,2025-03-27T13:14:57.451402,0.0056356161509555185,success,AIOptimizedTrader,2.510741069895175,flashloan,uniswap,"['WBTC', 'USDT', 'USDC', 'WBTC']","['WBTC/USDT', 'USDT/USDC', 'USDC/WBTC']","[1002.1594848848492, 995.7231922279892, 1010.6452840889422]"
opp_direct_2_9520,direct,optimism,ETH/USDT,curve,pancakeswap,3087.8809883102576,2993.9404182976423,3.2594580223731837,-306.1973197783487,-306.1973197783487,-2362.181084073841,0.001975224419843225,0.0056344088136914584,0.4948910364205569,onchain,dex,dex,standard,2025-03-27T13:14:57.443241,standard,0.99,-306.1973197783487,2025-03-27T13:14:57.443829,0.001975224419843225,success,AIOptimizedTrader,-306.1973197783487,standard,,,,
opp_triangle_3_3843,triangle,ethereum,,,,,,1.3907190437590051,-0.015199678932781312,-0.015199678932781312,-0.03432839435524966,0.005753073443111252,0.008885364534712921,0.13192161135430588,onchain,,,standard,2025-03-27T13:14:57.434793,standard,0.99,-0.015199678932781312,2025-03-27T13:14:57.435403,0.005753073443111252,success,AIOptimizedTrader,-0.015199678932781312,standard,pancakeswap,"['USDC', 'ETH', 'USDT', 'USDC']","['USDC/ETH', 'ETH/USDT', 'USDT/USDC']","[150.48573561585496, 148.12154317159084, 148.2674991002508]"
opp_triangle_3_6255,triangle,polygon,,,,,,7.0945073738806235,-0.11358069147392699,-0.11358069147392699,-0.5236421314703892,0.0054893260224515,0.00756882012168072,0.12532740852711188,onchain,,,standard,2025-03-27T13:14:57.453226,standard,0.99,-0.11358069147392699,2025-03-27T13:14:57.453550,0.0054893260224515,success,AIOptimizedTrader,-0.11358069147392699,standard,pancakeswap,"['USDT', 'DAI', 'USDC', 'WBTC', 'USDT']","['USDT/DAI', 'DAI/USDC', 'USDC/WBTC', 'WBTC/USDT']","[797.9637359510411, 786.3283129929519, 780.8402443869288, 792.6625630387581]"
opp_direct_6_8873,direct,optimism,USDC/DAI,curve,uniswap,1950.0749695821776,1992.3629683359084,1.3421265738607697,638.02222709268,56.7520824065329,638.02222709268,0.0037644762403046153,0.0030384056975081473,0.36754196891306357,onchain,dex,dex,flashloan,2025-03-27T13:14:57.450654,flashloan,0.99,638.02222709268,2025-03-27T13:14:57.451426,0.0030384056975081473,success,AIOptimizedTrader,638.02222709268,flashloan,,,,
opp_direct_3_7303,direct,base,USDC/DAI,balancer,sushiswap,1878.1103487767828,1854.9843359761962,4.501057541544064,-104.09474167220989,-104.09474167220989,-803.3529563578146,0.0032273502853530952,0.005090345747609096,0.41658460582471424,onchain,dex,dex,standard,2025-03-27T13:14:57.449994,standard,0.99,-104.09474167220989,2025-03-27T13:14:57.450485,0.0032273502853530952,success,AIOptimizedTrader,-104.09474167220989,standard,,,,
opp_direct_4_8539,direct,optimism,WBTC/ETH,balancer,sushiswap,1334.7557004705434,1360.4924605765154,3.5626703178179313,1476.2165554297417,91.68973035936013,1476.2165554297417,0.0018609469871800509,0.0030234236386845643,0.16634074508243382,onchain,dex,dex,flashloan,2025-03-27T13:14:57.444891,flashloan,0.99,1476.2165554297417,2025-03-27T13:14:57.445613,0.0030234236386845643,success,AIOptimizedTrader,1476.2165554297417,flashloan,,,,
opp_direct_6_2891,direct,base,WBTC/ETH,uniswap,pancakeswap,226.11205605712877,236.04098159753968,3.7223701964939213,36.95611645905511,36.95611645905511,32.72937445714735,0.003020055777779121,0.004108895999541601,0.11546455817060988,onchain,dex,dex,standard,2025-03-27T13:14:57.434828,standard,0.11437192018243326,36.95611645905511,2025-03-27T13:14:57.435418,0.003020055777779121,success,AIOptimizedTrader,36.95611645905511,standard,,,,
opp_direct_3_4855,direct,polygon,ETH/USDC,pancakeswap,sushiswap,1004.6769525780429,977.5951433284715,3.7605721551104345,-101.84683910950338,-101.84683910950338,-695.3424711131623,0.0037413355529921834,0.004485452451924519,0.33194786441412294,onchain,dex,dex,standard,2025-03-27T13:14:57.444882,standard,0.99,-101.84683910950338,2025-03-27T13:14:57.445607,0.0037413355529921834,success,AIOptimizedTrader,-101.84683910950338,standard,,,,
opp_direct_4_6010,direct,base,ETH/USDT,curve,balancer,4330.277183051144,4374.153130325718,4.130556996810882,2955.769267441052,181.22792017562594,2955.769267441052,0.004180831071775519,0.006282521879632744,0.49282608230902836,onchain,dex,dex,flashloan,2025-03-27T13:14:57.450004,flashloan,0.99,2955.769267441052,2025-03-27T13:14:57.450489,0.006282521879632744,success,AIOptimizedTrader,2955.769267441052,flashloan,,,,
opp_triangle_3_4658,triangle,arbitrum,,,,,,1.713648648434446,0.14105124695346133,0.008640278705491784,0.14105124695346133,0.0045607779757662215,0.006031095015601422,0.31092361810651314,onchain,,,flashloan,2025-03-27T13:14:57.433605,flashloan,0.99,0.14105124695346133,2025-03-27T13:14:57.434193,0.006031095015601422,success,AIOptimizedTrader,0.14105124695346133,flashloan,curve,"['DAI', 'MATIC', 'ETH', 'USDT', 'DAI']","['DAI/MATIC', 'MATIC/ETH', 'ETH/USDT', 'USDT/DAI']","[1330.2776834835893, 1309.3068256771903, 1296.782082618712, 1282.8039503826583]"
opp_triangle_1_3191,triangle,polygon,,,,,,3.1886971549538576,0.0616344229024204,0.0616344229024204,0.04476561220580747,0.005084865007151344,0.006518551453389434,0.28134960498579475,onchain,,,standard,2025-03-27T13:14:57.434768,standard,0.2736913870893157,0.0616344229024204,2025-03-27T13:14:57.435392,0.005084865007151344,success,AIOptimizedTrader,0.0616344229024204,standard,balancer,"['ETH', 'USDC', 'WBTC', 'ETH']","['ETH/USDC', 'USDC/WBTC', 'WBTC/ETH']","[324.95752307678237, 324.1062196303127, 321.9363424336355]"
opp_triangle_2_5688,triangle,ethereum,,,,,,2.13551115112669,0.30570275118492635,0.017862742538932247,0.30570275118492635,0.005214953657591473,0.005181115988445806,0.209903983712545,onchain,,,flashloan,2025-03-27T13:14:57.446592,flashloan,0.99,0.30570275118492635,2025-03-27T13:14:57.447140,0.005181115988445806,success,AIOptimizedTrader,0.30570275118492635,flashloan,balancer,"['ETH', 'DAI', 'MATIC', 'ETH']","['ETH/DAI', 'DAI/MATIC', 'MATIC/ETH']","[1530.2712950928344, 1537.4986342210493, 1542.894643974641]"
opp_triangle_1_9114,triangle,base,,,,,,5.843430464111505,1.361787636676215,0.09687706635542045,1.361787636676215,0.004247445179523998,0.0046106706483135165,0.3429553714488002,onchain,,,flashloan,2025-03-27T13:14:57.449698,flashloan,0.99,1.361787636676215,2025-03-27T13:14:57.449886,0.0046106706483135165,success,AIOptimizedTrader,1.361787636676215,flashloan,balancer,"['USDT', 'WBTC', 'ETH', 'USDT']","['USDT/WBTC', 'WBTC/ETH', 'ETH/USDT']","[1077.1953761626194, 1068.707448750185, 1082.3995059324163]"
opp_direct_3_6033,direct,optimism,MATIC/USDT,curve,sushiswap,2405.710132652665,2491.5198346049456,3.0264970030204554,3582.1674255486055,259.698109761876,3582.1674255486055,0.004696026779858601,0.0037517120071041575,0.37182504591356713,onchain,dex,dex,flashloan,2025-03-27T13:14:57.449137,flashloan,0.99,3582.1674255486055,2025-03-27T13:14:57.449612,0.0037517120071041575,success,AIOptimizedTrader,3582.1674255486055,flashloan,,,,
